manufacturer,model,engine_size,fuel_type,year_of_manufacture,mileage,price,car_age,damages
Toyota,Prius,1.4,Hybrid,2015,61209,22613.4000000000000,9,DENT
Ford,Fiesta,1.2,Petrol,2018,32886,16851.6000000000000,6,DENT
Ford,Focus,1.0,Petrol,2005,90093,6471.00000000000000000,19,DENT
Porsche,911,3.5,Petrol,1991,143691,7451.10000000000000000,33,DENT
Toyota,Yaris,1.0,Hybrid,2015,54802,15318.0000000000000,9,DENT
VW,Passat,2.0,Diesel,1999,216708,2398.50000000000000000,25,DENT
Ford,Fiesta,1.2,Petrol,2000,201041,1431.90000000000000000,24,DENT
Ford,Focus,2.0,Petrol,2014,38588,23364.9000000000000,10,DENT
Toyota,RAV4,1.8,Petrol,2006,144604,7472.70000000000000000,18,DENT
VW,Golf,1.4,Petrol,2012,67809,11954.7000000000000,12,DENT
Porsche,718 Cayman,2.0,Petrol,2014,57564,27733.5000000000000,10,DENT
Ford,Focus,1.6,Diesel,1992,94971,3488.40000000000000000,32,DENT
VW,Golf,2.0,Petrol,1998,171614,2542.50000000000000000,26,DENT
VW,Passat,1.4,Petrol,2015,60735,19062.0000000000000,9,DENT
VW,Golf,1.6,Diesel,2003,146179,4116.60000000000000000,21,DENT
BMW,Z4,2.0,Petrol,2000,198900,3015.00000000000000000,24,DENT
Toyota,Yaris,1.2,Petrol,1990,261406,491.40000000000000000,34,DENT
Ford,Focus,2.0,Petrol,1993,213583,1503.90000000000000000,31,DENT
VW,Passat,1.8,Petrol,1992,192534,1683.00000000000000000,32,DENT
Toyota,Prius,1.8,Hybrid,2017,35770,34293.6000000000000,7,DENT
Ford,Focus,1.4,Diesel,2005,68065,9355.5000000000000,19,DENT
Toyota,RAV4,2.4,Hybrid,2000,77649,11473.2000000000000,24,DENT
Ford,Fiesta,1.2,Petrol,1999,56338,4115.70000000000000000,25,DENT
Toyota,Prius,1.0,Hybrid,2011,95791,11545.2000000000000,13,DENT
VW,Passat,2.0,Diesel,2017,28019,33360.3000000000000,7,DENT
Ford,Mondeo,2.0,Diesel,1994,138582,3167.10000000000000000,30,DENT
VW,Golf,1.6,Petrol,2011,56119,12899.7000000000000,13,DENT
Ford,Focus,1.8,Petrol,2012,49380,18166.5000000000000,12,DENT
VW,Golf,1.4,Diesel,2009,79748,9479.7000000000000,15,DENT
BMW,X3,3.0,Diesel,1994,107280,5779.80000000000000000,30,DENT
Toyota,Yaris,1.0,Petrol,1998,231578,1007.10000000000000000,26,DENT
Ford,Focus,2.0,Diesel,2014,63380,21013.2000000000000,10,DENT
VW,Polo,1.0,Petrol,2007,105711,4671.90000000000000000,17,DENT
VW,Passat,1.8,Diesel,2014,43347,23677.2000000000000,10,DENT
Porsche,911,3.5,Petrol,1990,255508,2616.30000000000000000,34,DENT
Ford,Fiesta,1.0,Diesel,2002,104064,3466.80000000000000000,22,DENT
VW,Polo,1.0,Petrol,2017,25353,15420.6000000000000,7,DENT
Porsche,911,2.6,Petrol,2008,57125,37494.0000000000000,16,DENT
VW,Passat,1.6,Diesel,1988,272992,613.80000000000000000,36,DENT
VW,Golf,1.2,Hybrid,2014,49643,17055.0000000000000,10,DENT
Toyota,Yaris,1.4,Petrol,1987,316594,257.40000000000000000,37,DENT
Toyota,Prius,1.8,Hybrid,1987,110160,2812.50000000000000000,37,DENT
Ford,Mondeo,1.8,Diesel,1992,276827,775.80000000000000000,32,DENT
Toyota,Yaris,1.4,Hybrid,2001,113291,4739.40000000000000000,23,DENT
Toyota,RAV4,2.2,Hybrid,2011,102678,19141.2000000000000,13,DENT
VW,Passat,2.0,Petrol,1985,212303,934.20000000000000000,39,DENT
Toyota,RAV4,2.2,Hybrid,2015,43505,37236.6000000000000,9,DENT
Ford,Fiesta,1.0,Petrol,1996,143015,1637.1,28,DENT
VW,Passat,2.0,Diesel,2012,54328,21539.35000000000000,12,SCRATCH
Toyota,Prius,1.0,Hybrid,2015,19490,25902.70000000000000,9,SCRATCH
BMW,M5,4.4,Petrol,1999,180161,9373.650000000000000000,25,SCRATCH
Toyota,Yaris,1.2,Petrol,1996,82111,3468.450000000000000000,28,SCRATCH
Toyota,RAV4,1.8,Hybrid,2017,38825,41783.85000000000000,7,SCRATCH
BMW,X3,3.0,Diesel,2001,79178,11901.60000000000000,23,SCRATCH
Toyota,Yaris,1.0,Petrol,2002,118564,3618.550000000000000000,22,SCRATCH
Ford,Mondeo,2.0,Diesel,2009,30277,19302.10000000000000,15,SCRATCH
VW,Polo,1.6,Petrol,2010,97129,8114.900000000000000000,14,SCRATCH
Ford,Mondeo,1.8,Diesel,1987,174603,1476.300000000000000000,37,SCRATCH
Ford,Focus,1.0,Hybrid,1998,133769,3699.300000000000000000,26,SCRATCH
VW,Passat,1.6,Diesel,1993,182267,2054.850000000000000000,31,SCRATCH
VW,Passat,2.0,Petrol,1990,139557,2556.450000000000000000,34,SCRATCH
VW,Passat,1.6,Diesel,1999,162607,3622.350000000000000000,25,SCRATCH
VW,Passat,2.0,Petrol,2001,113814,6506.550000000000000000,23,SCRATCH
Ford,Fiesta,1.0,Petrol,2006,68629,5837.750000000000000000,18,SCRATCH
VW,Passat,1.4,Diesel,2012,52461,18234.30000000000000,12,SCRATCH
VW,Golf,1.2,Hybrid,2002,196730,2622.000000000000000000,22,SCRATCH
Ford,Focus,1.4,Diesel,2013,81522,15364.35000000000000,11,SCRATCH
Ford,Fiesta,1.2,Petrol,1988,215793,595.650000000000000000,36,SCRATCH
VW,Polo,1.0,Petrol,2010,28162,9517.5000000000000,14,DENT
VW,Golf,1.2,Hybrid,1987,203169,863.10000000000000000,37,DENT
Ford,Focus,1.4,Petrol,2004,135953,5066.10000000000000000,20,DENT
BMW,M5,4.0,Petrol,2001,181810,9538.2000000000000,23,DENT
Porsche,Cayenne,2.6,Petrol,2016,29049,50857.2000000000000,8,DENT
Toyota,RAV4,1.8,Hybrid,1995,185194,3064.50000000000000000,29,DENT
Ford,Mondeo,1.4,Diesel,1991,174860,1607.40000000000000000,33,DENT
VW,Golf,2.0,Petrol,1989,228972,842.40000000000000000,35,DENT
Porsche,Cayenne,3.0,Petrol,2019,16612,79455.000000000000,5,PERFECT
Ford,Focus,1.6,Petrol,1996,236153,1413.600000000000000000,28,SCRATCH
Porsche,911,2.2,Petrol,2018,29822,83686.45000000000000,6,SCRATCH
Toyota,Prius,1.8,Hybrid,2010,88160,16153.80000000000000,14,SCRATCH
Toyota,Prius,1.8,Hybrid,2014,43932,28224.50000000000000,10,SCRATCH
VW,Golf,2.0,Diesel,1989,239311,849.300000000000000000,35,SCRATCH
Toyota,RAV4,1.8,Petrol,1995,178581,2853.800000000000000000,29,SCRATCH
VW,Golf,1.8,Petrol,1997,129742,3354.450000000000000000,27,SCRATCH
Toyota,RAV4,2.4,Hybrid,1999,241643,2790.90000000000000000,25,DENT
VW,Golf,1.8,Diesel,2017,42297,23352.3000000000000,7,DENT
Toyota,RAV4,2.0,Hybrid,1997,166253,4338.00000000000000000,27,DENT
Toyota,Yaris,1.2,Hybrid,2013,66878,13581.0000000000000,11,DENT
Toyota,Yaris,1.0,Petrol,2013,59548,10837.8000000000000,11,DENT
BMW,M5,5.0,Petrol,2012,73489,51528.6000000000000,12,DENT
Ford,Fiesta,1.4,Petrol,2009,113942,5786.10000000000000000,15,DENT
VW,Passat,2.0,Petrol,2008,75118,12986.1000000000000,16,DENT
Ford,Focus,1.6,Petrol,2012,46146,17472.6000000000000,12,DENT
VW,Passat,1.6,Diesel,1986,159512,1479.60000000000000000,38,DENT
Porsche,911,2.6,Petrol,2007,91694,27751.5000000000000,17,DENT
VW,Passat,1.8,Diesel,1998,129082,4469.40000000000000000,26,DENT
Toyota,RAV4,2.2,Petrol,2015,41219,31462.2000000000000,9,DENT
Toyota,Prius,1.8,Hybrid,2018,39752,35802.0000000000000,6,DENT
BMW,X3,3.0,Diesel,1996,211783,2781.90000000000000000,28,DENT
Toyota,Yaris,1.0,Hybrid,2006,152501,4101.30000000000000000,18,DENT
Toyota,Yaris,1.4,Hybrid,1997,243153,1203.30000000000000000,27,DENT
Toyota,Prius,1.4,Hybrid,2009,97414,11815.2000000000000,15,DENT
Toyota,RAV4,2.0,Hybrid,2008,116205,13502.7000000000000,16,DENT
Toyota,Prius,1.4,Hybrid,1993,268511,946.80000000000000000,31,DENT
Ford,Focus,1.0,Petrol,2013,65522,13053.6000000000000,11,DENT
Toyota,RAV4,2.4,Hybrid,1992,178985,3056.40000000000000000,32,DENT
Ford,Mondeo,1.4,Diesel,2000,99961,5316.30000000000000000,24,DENT
BMW,X3,2.4,Diesel,1988,161736,2250.90000000000000000,36,DENT
Ford,Focus,1.0,Diesel,2008,70467,9504.0000000000000,16,DENT
Toyota,Prius,1.8,Hybrid,1992,149723,2877.30000000000000000,32,DENT
VW,Polo,1.4,Petrol,2018,18934,20211.3000000000000,6,DENT
VW,Passat,1.8,Diesel,2014,54390,22111.2000000000000,10,DENT
Ford,Mondeo,1.8,Diesel,2014,41312,22688.1000000000000,10,DENT
VW,Passat,1.8,Diesel,2006,126295,7785.90000000000000000,18,DENT
Ford,Mondeo,1.4,Diesel,1993,156081,2150.10000000000000000,31,DENT
Ford,Fiesta,1.0,Petrol,1992,168943,1011.60000000000000000,32,DENT
Toyota,Prius,1.0,Hybrid,1998,187721,2322.00000000000000000,26,DENT
Ford,Mondeo,2.0,Diesel,2018,35290,32363.1000000000000,6,DENT
Ford,Mondeo,1.8,Petrol,1992,196182,1542.60000000000000000,32,DENT
Ford,Focus,1.0,Petrol,1998,212507,1498.50000000000000000,26,DENT
Ford,Focus,1.6,Petrol,2011,54684,15498.0000000000000,13,DENT
VW,Golf,1.8,Petrol,2002,226090,1951.20000000000000000,22,DENT
VW,Golf,2.0,Petrol,2017,22737,26262.9000000000000,7,DENT
Toyota,RAV4,2.4,Hybrid,2016,51055,39684.6000000000000,8,DENT
BMW,X3,3.0,Petrol,2007,65583,17556.3000000000000,17,DENT
Ford,Fiesta,1.0,Petrol,2002,119501,2939.40000000000000000,22,DENT
Ford,Focus,2.0,Petrol,1986,273281,544.50000000000000000,38,DENT
Ford,Focus,1.6,Diesel,1999,139799,3951.90000000000000000,25,DENT
Ford,Mondeo,1.8,Diesel,2011,84347,14033.7000000000000,13,DENT
Ford,Mondeo,1.8,Diesel,2017,24100,30626.1000000000000,7,DENT
Ford,Fiesta,1.4,Petrol,2007,85405,6237.00000000000000000,17,DENT
VW,Golf,1.6,Diesel,2011,29810,15885.0000000000000,13,DENT
VW,Passat,1.8,Petrol,1995,177644,2338.20000000000000000,29,DENT
VW,Passat,1.8,Diesel,1999,56573,8021.70000000000000000,25,DENT
Porsche,Cayenne,3.0,Petrol,1997,207755,4003.20000000000000000,27,DENT
Ford,Mondeo,2.0,Petrol,2017,31927,29404.8000000000000,7,DENT
VW,Passat,2.0,Petrol,1993,79051,4650.30000000000000000,31,DENT
Toyota,Prius,1.0,Hybrid,1997,198215,1981.80000000000000000,27,DENT
VW,Passat,2.0,Diesel,1987,120862,2412.00000000000000000,37,DENT
Ford,Focus,1.6,Diesel,2004,93927,7822.8,20,DENT
BMW,Z4,2.2,Petrol,1999,235286,2134.80000000000000000,25,DENT
BMW,X3,2.4,Diesel,1997,101354,6597.00000000000000000,27,DENT
Toyota,RAV4,1.8,Hybrid,2009,73127,18669.6000000000000,15,DENT
VW,Polo,2.0,Petrol,2014,54466,15001.2000000000000,10,DENT
Ford,Focus,1.4,Petrol,1994,147070,2378.70000000000000000,30,DENT
Ford,Focus,2.0,Diesel,2013,62994,19707.3000000000000,11,DENT
VW,Passat,1.6,Diesel,1998,109194,4907.70000000000000000,26,DENT
BMW,X3,3.0,Diesel,2012,98918,20410.2000000000000,12,DENT
Toyota,Yaris,1.0,Petrol,1988,227634,535.50000000000000000,36,DENT
BMW,Z4,2.0,Petrol,2007,117402,9434.7000000000000,17,DENT
VW,Passat,2.0,Petrol,2017,44600,28811.7000000000000,7,DENT
Ford,Focus,1.6,Petrol,2003,71380,8153.10000000000000000,21,DENT
Ford,Focus,1.8,Hybrid,2004,88982,9824.4000000000000,20,DENT
Ford,Mondeo,2.0,Diesel,1993,143869,2839.50000000000000000,31,DENT
Toyota,Yaris,1.2,Petrol,2019,24036,21938.4000000000000,5,DENT
Toyota,Yaris,1.4,Hybrid,2014,57083,16711.2000000000000,10,DENT
Toyota,Yaris,1.4,Hybrid,1997,141007,2924.10000000000000000,27,DENT
Porsche,911,2.2,Petrol,1991,197665,3743.10000000000000000,33,DENT
VW,Golf,1.2,Petrol,2001,106454,4049.10000000000000000,23,DENT
VW,Golf,1.2,Petrol,2017,21962,20430.9000000000000,7,DENT
VW,Passat,1.6,Diesel,1995,25213,6993.00000000000000000,29,DENT
VW,Passat,1.6,Petrol,2011,84954,13256.1000000000000,13,DENT
VW,Golf,1.4,Diesel,2013,86213,11832.3000000000000,11,DENT
BMW,X3,2.0,Diesel,1998,219944,2412.00000000000000000,26,DENT
Toyota,Prius,1.0,Hybrid,2006,51828,11134.8,18,DENT
Toyota,Prius,1.8,Hybrid,2016,35881,32060.7000000000000,8,DENT
Ford,Mondeo,1.8,Diesel,1996,161581,2844.90000000000000000,28,DENT
Ford,Fiesta,1.0,Diesel,2013,101662,7347.60000000000000000,11,DENT
Ford,Mondeo,1.6,Diesel,1994,57517,5098.50000000000000000,30,DENT
Ford,Focus,1.6,Petrol,2018,30542,28601.1000000000000,6,DENT
VW,Golf,1.2,Petrol,2007,39177,9499.5000000000000,17,DENT
VW,Golf,1.4,Petrol,1992,222149,915.30000000000000000,32,DENT
Toyota,RAV4,1.8,Hybrid,1988,210814,1534.50000000000000000,36,DENT
VW,Polo,1.4,Petrol,2008,95607,6363.00000000000000000,16,DENT
Toyota,RAV4,2.0,Petrol,2002,125650,7012.80000000000000000,22,DENT
Porsche,911,3.5,Petrol,1994,123988,10637.1000000000000,30,DENT
Ford,Mondeo,1.6,Petrol,1992,187049,1575.00000000000000000,32,DENT
Ford,Fiesta,1.0,Diesel,2010,86043,6730.20000000000000000,14,DENT
Toyota,RAV4,2.4,Hybrid,2007,115894,13869.9000000000000,17,DENT
VW,Golf,1.6,Petrol,1996,89119,3799.80000000000000000,28,DENT
Toyota,RAV4,1.8,Hybrid,2004,44730,16056.9000000000000,20,DENT
BMW,M5,4.4,Petrol,1994,179812,6381.90000000000000000,30,DENT
Toyota,RAV4,2.2,Hybrid,2002,119382,9264.6000000000000,22,DENT
Toyota,Yaris,1.4,Hybrid,1994,192267,1556.10000000000000000,30,DENT
BMW,Z4,2.0,Petrol,2016,49673,27542.7000000000000,8,DENT
Toyota,Prius,1.4,Hybrid,1998,214043,2178.90000000000000000,26,DENT
Toyota,RAV4,2.4,Hybrid,2011,59919,26878.5000000000000,13,DENT
Ford,Focus,2.0,Diesel,2018,28126,34043.4000000000000,6,DENT
Porsche,718 Cayman,2.0,Petrol,2015,34976,34052.4000000000000,9,DENT
Ford,Focus,2.0,Petrol,2012,53731,18634.5000000000000,12,DENT
Ford,Focus,2.0,Diesel,2007,121968,8666.10000000000000000,17,DENT
Ford,Fiesta,1.4,Petrol,1987,115760,1315.80000000000000000,37,DENT
Ford,Focus,1.0,Petrol,1987,210920,729.90000000000000000,37,DENT
Toyota,RAV4,2.0,Hybrid,2014,59612,30028.5000000000000,10,DENT
Ford,Fiesta,1.0,Petrol,2001,130624,2521.80000000000000000,23,DENT
VW,Polo,1.2,Diesel,1989,272824,384.30000000000000000,35,DENT
BMW,X3,2.4,Diesel,1996,159127,3921.30000000000000000,28,DENT
VW,Polo,1.4,Petrol,2015,52505,13582.8000000000000,9,DENT
VW,Golf,1.6,Petrol,2014,54492,15920.1000000000000,10,DENT
Ford,Fiesta,1.4,Petrol,2006,55959,7106.40000000000000000,18,DENT
Porsche,718 Cayman,4.0,Petrol,1987,183469,2479.50000000000000000,37,DENT
Toyota,Yaris,1.0,Hybrid,2015,51981,15592.5000000000000,9,DENT
Toyota,Prius,1.8,Hybrid,1987,261373,769.50000000000000000,37,DENT
VW,Passat,1.4,Diesel,1998,179351,2606.40000000000000000,26,DENT
Ford,Focus,1.8,Petrol,1995,165301,2479.50000000000000000,29,DENT
Ford,Fiesta,1.0,Petrol,1990,136972,1151.10000000000000000,34,DENT
Ford,Fiesta,1.2,Petrol,1990,286989,333.90000000000000000,34,DENT
Toyota,Prius,1.4,Hybrid,2017,40248,29449.8000000000000,7,DENT
VW,Polo,2.0,Diesel,2005,129566,5059.80000000000000000,19,DENT
VW,Passat,1.6,Diesel,2012,89275,14432.4000000000000,12,DENT
VW,Passat,1.8,Diesel,2012,81235,16195.5000000000000,12,DENT
VW,Polo,2.0,Petrol,2014,50138,15414.3000000000000,10,DENT
Porsche,Cayenne,2.6,Diesel,2010,123052,18913.5000000000000,14,DENT
VW,Passat,1.4,Petrol,1992,143735,2239.20000000000000000,32,DENT
BMW,Z4,2.0,Petrol,2004,86614,9684.9000000000000,20,DENT
Ford,Mondeo,2.0,Diesel,2002,170098,4165.20000000000000000,22,DENT
BMW,Z4,2.2,Petrol,1999,66044,8373.60000000000000000,25,DENT
Toyota,Prius,1.8,Hybrid,2001,179168,4096.80000000000000000,23,DENT
VW,Passat,1.6,Diesel,1995,228220,1480.50000000000000000,29,DENT
BMW,Z4,3.0,Petrol,2001,149710,5997.60000000000000000,23,DENT
Ford,Mondeo,2.0,Diesel,1993,245384,1171.80000000000000000,31,DENT
VW,Passat,1.4,Diesel,2008,61968,12450.6000000000000,16,DENT
VW,Polo,2.0,Petrol,2014,18452,18551.7000000000000,10,DENT
BMW,X3,2.0,Diesel,1996,72307,6912.00000000000000000,28,DENT
VW,Polo,1.6,Diesel,2010,66469,9984.6000000000000,14,DENT
Toyota,RAV4,1.8,Hybrid,2013,56084,27259.2000000000000,11,DENT
Porsche,718 Cayman,2.0,Petrol,2000,135354,6219.90000000000000000,24,DENT
VW,Passat,1.4,Diesel,1988,17500,4281.30000000000000000,36,DENT
Toyota,Prius,1.0,Hybrid,2012,52229,16569.9000000000000,12,DENT
Ford,Fiesta,1.2,Petrol,2007,111107,4789.80000000000000000,17,DENT
Ford,Focus,1.6,Petrol,1991,229229,1022.40000000000000000,33,DENT
Toyota,Prius,1.4,Hybrid,1991,246531,1017.00000000000000000,33,DENT
Ford,Fiesta,1.2,Petrol,2001,185312,1755.9,23,DENT
VW,Passat,2.0,Diesel,2000,133003,5219.10000000000000000,24,DENT
Ford,Fiesta,1.2,Petrol,2005,130521,3609.90000000000000000,19,DENT
VW,Passat,1.6,Diesel,1988,184189,1371.60000000000000000,36,DENT
Ford,Mondeo,1.8,Diesel,1997,220300,1824.30000000000000000,27,DENT
VW,Golf,1.8,Petrol,2007,116628,6851.70000000000000000,17,DENT
VW,Polo,1.4,Petrol,1999,200324,1494.90000000000000000,25,DENT
VW,Golf,1.6,Petrol,2014,60756,15293.7000000000000,10,DENT
Porsche,718 Cayman,2.0,Petrol,2003,124013,8305.20000000000000000,21,DENT
VW,Passat,1.8,Diesel,2012,79545,16385.4000000000000,12,DENT
Toyota,Prius,1.0,Hybrid,2005,120308,6444.90000000000000000,19,DENT
Toyota,Yaris,1.2,Petrol,1993,103482,2308.5,31,DENT
Ford,Fiesta,1.4,Petrol,1993,241045,675.90000000000000000,31,DENT
Toyota,Prius,1.0,Hybrid,2005,114218,6751.80000000000000000,19,DENT
BMW,M5,4.0,Petrol,2008,91952,31045.5000000000000,16,DENT
Porsche,718 Cayman,2.4,Petrol,1998,252380,2155.50000000000000000,26,DENT
BMW,X3,2.4,Diesel,2005,138925,8425.80000000000000000,19,DENT
BMW,Z4,2.0,Petrol,2005,101620,9293.4000000000000,19,DENT
Ford,Mondeo,1.8,Diesel,1992,260764,901.80000000000000000,32,DENT
Ford,Mondeo,2.0,Diesel,1997,96555,5332.50000000000000000,27,DENT
VW,Passat,1.4,Diesel,2004,126574,5996.70000000000000000,20,DENT
BMW,M5,4.0,Petrol,1999,188262,7894.80000000000000000,25,DENT
BMW,Z4,2.4,Petrol,2004,117059,8483.40000000000000000,20,DENT
Ford,Fiesta,1.4,Petrol,2001,42000,5552.10000000000000000,23,DENT
Toyota,Yaris,1.2,Hybrid,2018,28435,24023.7000000000000,6,DENT
Ford,Fiesta,1.4,Petrol,2012,106863,7452.90000000000000000,12,DENT
Toyota,RAV4,1.8,Hybrid,2014,63889,27706.5000000000000,10,DENT
Ford,Fiesta,1.4,Petrol,2004,146845,3201.30000000000000000,20,DENT
VW,Golf,1.6,Diesel,2018,36585,24351.3000000000000,6,DENT
Toyota,RAV4,2.4,Hybrid,2018,26632,52447.5,6,DENT
VW,Passat,1.8,Diesel,2002,86320,8024.40000000000000000,22,DENT
Ford,Mondeo,1.4,Diesel,2016,49024,21810.6000000000000,8,DENT
BMW,M5,5.0,Petrol,2008,61387,42761.7000000000000,16,DENT
Ford,Focus,1.6,Diesel,1998,210178,2032.20000000000000000,26,DENT
VW,Golf,1.8,Petrol,2013,64384,14821.2000000000000,11,DENT
Toyota,Prius,1.4,Hybrid,1998,155427,3612.60000000000000000,26,DENT
Ford,Focus,1.0,Hybrid,2000,228168,1784.70000000000000000,24,DENT
Toyota,Yaris,1.4,Hybrid,2013,46792,16675.2,11,DENT
Ford,Focus,1.6,Petrol,1995,214222,1528.20000000000000000,29,DENT
VW,Passat,1.6,Diesel,2017,28725,29718.9000000000000,7,DENT
Toyota,Prius,1.4,Hybrid,1999,36506,9069.3000000000000,25,DENT
VW,Golf,1.8,Hybrid,2003,150932,4799.70000000000000000,21,DENT
VW,Passat,1.8,Diesel,2018,12993,36750.6000000000000,6,DENT
Ford,Fiesta,1.2,Petrol,2016,30161,14982.3000000000000,8,DENT
BMW,M5,4.0,Petrol,2008,85902,32405.4000000000000,16,DENT
Toyota,Yaris,1.2,Petrol,2017,28486,18722.7000000000000,7,DENT
VW,Polo,1.2,Petrol,2011,61999,9063.9000000000000,13,DENT
VW,Polo,1.2,Petrol,2014,63925,10933.2000000000000,10,DENT
BMW,Z4,2.2,Petrol,1999,212185,2629.80000000000000000,25,DENT
Ford,Focus,1.8,Diesel,1990,260726,796.50000000000000000,34,DENT
Toyota,Yaris,1.0,Petrol,1991,109164,1767.60000000000000000,33,DENT
Toyota,Yaris,1.4,Hybrid,2008,73388,10062.9000000000000,16,DENT
Toyota,Prius,1.8,Hybrid,2011,133850,11605.5000000000000,13,DENT
VW,Golf,1.6,Petrol,1994,169806,1768.50000000000000000,30,DENT
VW,Passat,2.0,Diesel,2017,52241,28855.8000000000000,7,DENT
Toyota,Yaris,1.2,Hybrid,1995,122620,2738.70000000000000000,29,DENT
Toyota,Prius,1.4,Hybrid,2007,91898,10759.5000000000000,17,DENT
Toyota,RAV4,2.2,Hybrid,2001,231256,3357.00000000000000000,23,DENT
BMW,Z4,3.0,Petrol,2016,37103,36405.9000000000000,8,DENT
VW,Golf,1.8,Hybrid,2015,45818,22861.8000000000000,9,DENT
VW,Golf,2.0,Petrol,2018,18640,28714.5000000000000,6,DENT
Toyota,Yaris,1.4,Hybrid,1997,170037,2300.40000000000000000,27,DENT
BMW,Z4,2.2,Petrol,2007,97510,11475.9000000000000,17,DENT
Porsche,718 Cayman,2.4,Petrol,1993,91854,5937.30000000000000000,31,DENT
VW,Golf,1.2,Petrol,2003,167455,2846.70000000000000000,21,DENT
Toyota,Prius,1.4,Hybrid,1999,153782,3914.10000000000000000,25,DENT
Ford,Fiesta,1.4,Petrol,1996,41488,3990.60000000000000000,28,DENT
BMW,M5,4.4,Petrol,1995,141713,9368.1000000000000,29,DENT
VW,Polo,1.6,Petrol,2013,54031,12586.5000000000000,11,DENT
VW,Passat,1.4,Petrol,1987,135441,1714.50000000000000000,37,DENT
Ford,Focus,1.6,Petrol,2015,39563,22209.3000000000000,9,DENT
Ford,Fiesta,1.4,Petrol,1997,69300,3574.80000000000000000,27,DENT
Toyota,RAV4,2.2,Hybrid,1988,214148,1646.10000000000000000,36,DENT
BMW,X3,2.4,Diesel,2001,181617,4524.30000000000000000,23,DENT
VW,Passat,1.6,Diesel,2009,54146,14959.8000000000000,15,DENT
Toyota,Yaris,1.2,Petrol,1998,191676,1575.00000000000000000,26,DENT
VW,Passat,1.6,Diesel,1985,226587,771.30000000000000000,39,DENT
Toyota,RAV4,2.4,Hybrid,2011,42621,29949.3000000000000,13,DENT
Ford,Focus,1.0,Petrol,2013,30463,16209.0000000000000,11,DENT
BMW,Z4,2.2,Petrol,2003,68946,10725.3000000000000,21,DENT
VW,Passat,1.6,Diesel,2004,172016,4424.40000000000000000,20,DENT
Ford,Mondeo,1.4,Diesel,2000,183764,2713.50000000000000000,24,DENT
Toyota,Prius,1.0,Hybrid,2011,60502,14705.1000000000000,13,DENT
Ford,Fiesta,1.0,Petrol,1989,231353,477.90000000000000000,35,DENT
Ford,Focus,2.0,Petrol,2017,31029,29830.5000000000000,7,DENT
Ford,Mondeo,1.8,Diesel,1990,181838,1605.60000000000000000,34,DENT
Toyota,Yaris,1.0,Petrol,1990,147278,1227.60000000000000000,34,DENT
Toyota,Yaris,1.4,Petrol,1999,126320,3127.50000000000000000,25,DENT
VW,Passat,2.0,Petrol,2001,78868,7937.1,23,DENT
VW,Golf,1.2,Petrol,2005,167777,3244.50000000000000000,19,DENT
Ford,Focus,1.4,Diesel,1997,209315,1791.90000000000000000,27,DENT
Ford,Focus,1.4,Petrol,2017,40213,23645.7000000000000,7,DENT
BMW,X3,2.4,Diesel,1999,136756,5746.50000000000000000,25,DENT
VW,Golf,2.0,Petrol,1991,164720,1689.30000000000000000,33,DENT
Ford,Mondeo,2.0,Diesel,2017,21468,32760.0000000000000,7,DENT
Porsche,718 Cayman,2.0,Petrol,1999,115862,6771.60000000000000000,25,DENT
Toyota,RAV4,1.8,Hybrid,1985,180232,1641.60000000000000000,39,DENT
BMW,X3,3.0,Diesel,2005,107782,11988.9000000000000,19,DENT
Toyota,Yaris,1.0,Hybrid,1992,135949,1843.20000000000000000,32,DENT
Ford,Focus,1.8,Petrol,2004,37902,11426.4000000000000,20,DENT
VW,Passat,1.8,Petrol,2015,61519,21504.6000000000000,9,DENT
Toyota,RAV4,2.4,Hybrid,2009,113851,16095.6000000000000,15,DENT
Porsche,911,3.0,Petrol,2006,47297,37490.4000000000000,18,DENT
VW,Passat,2.0,Diesel,2007,85178,11900.7000000000000,17,DENT
Ford,Fiesta,1.0,Petrol,2014,22213,12519.9000000000000,10,DENT
BMW,X3,3.0,Petrol,2007,77419,16214.4000000000000,17,DENT
VW,Polo,1.4,Petrol,1997,187693,1460.70000000000000000,27,DENT
Toyota,Yaris,1.2,Petrol,2016,46037,15786.9000000000000,8,DENT
VW,Polo,1.4,Petrol,2018,33415,18623.7000000000000,6,DENT
Porsche,911,3.5,Petrol,1989,192856,4309.20000000000000000,35,DENT
Ford,Focus,1.8,Diesel,2010,118815,10288.8000000000000,14,DENT
Toyota,RAV4,2.4,Hybrid,2011,88433,22158.9000000000000,13,DENT
VW,Passat,1.8,Diesel,2017,36149,30192.3000000000000,7,DENT
Toyota,RAV4,2.4,Hybrid,1994,105957,6282.00000000000000000,30,DENT
Ford,Focus,1.8,Petrol,2008,89407,10656.0,16,DENT
VW,Polo,1.0,Petrol,2009,84578,6217.20000000000000000,15,DENT
Toyota,RAV4,2.0,Hybrid,1998,196171,3586.50000000000000000,26,DENT
Ford,Fiesta,1.4,Petrol,2007,59701,7416.00000000000000000,17,DENT
Toyota,RAV4,2.4,Hybrid,2002,101554,11062.8,22,DENT
Toyota,RAV4,2.4,Petrol,2012,45103,26278.2000000000000,12,DENT
BMW,Z4,2.4,Petrol,1993,116536,4090.50000000000000000,31,DENT
VW,Golf,1.8,Diesel,2003,134709,4787.10000000000000000,21,DENT
